	Azacitidine	Brincidofovir	Cidofovir	Filociclovir	Flavopiridol	Ganciclovir	Letermovir	Niclosamide	Nitazoxanide	Favipiravir	Artesunate	Bithionol	Dasatinib	Erlotinib	Gefitinib	Hexachlorophene	Imatinib	Leflunomide	Mycophenolic_acid	Rapamycin_(Sirolimus)	Sunitinib	Navitoclax	Chloroquine	Chlorpromazine	Atovaquone	Berberine	Doxycycline	Eflornithine	EIPA_(amiloride)	Hydroxychloroquine	Isolanid_(lanatoside_C)	Ivermectin	Luteolin	Nelfinavir	Ribavirin	Silvestrol	Sofosbuvir	Sorafenib	Suramin	Tilorone_(Amixin)	Cyclosporine	Emetine	Emodin	Foscarnet	Lobucavir	Manidipine	Monensin	Quercetin	Salinomycin	Saracatinib	Simvastatin	Valacyclovir	Verapamil	4-HPR_(Fenretinide)	Amiodarone	Amodiaquine	Anisomycin	BCX4430_(Galidesivir)	Bepridil	Bortezomib	Brequinar	Entrectinib	Fluoxetine	Fluvastatin	Lovastatin	Metformin	Minocycline	Mitoxantrone	Posaconazole	Quinacrine	Quinine	Raloxifene	Remdesivir	Topotecan	Apilimod	Arbidol_(Umifenovir)	Azithromycin	Benztropine	Clomipramine	Dalbavancin	Diphyllin	Nafamostat	Oritavancin	Tamoxifen	Teicoplanin	Telavancin	Teriflunomide	Toremifene	Aciclovir	Camptothecin	Glycyrrhizin	Novobiocin	Promethazine	Roscovitine_(Seliciclib)	Homoharringtonine	Acetylsalicylic_acid	Azaribine	Caffeine	Camostat	Gemcitabine	Genistin	Itraconazole	Kasugamycin	Memantine	Obatoclax	Pentosan_polysulfate	Regorafenib	Trametinib	Triazavirin	Zanamivir	Ezetimibe	Irbesartan	Lamivudine	Tenofovir	Thymalfasin	Alisporivir	Cepharanthine	Boceprevir	Dibucaine	Elbasvir	Pirlindole	Formoterol	Pleconaril	Alpha-lipoic_acid	Indomethacin	Lopinavir	Ritonavir	Mefloquine
Artesunate	0.080357143	0.039772727	0.051282051	0.049180328	0.06993007	0.041666667	0.085714286	0.039370079	0.064	0.04	1	0.008	0.076433121	0.032467532	0.057692308	0.015625	0.057803468	0.040983607	0.170940171	0.12	0.061643836	0.065843621	0.037878788	0.030534351	0.087591241	0.057142857	0.104166667	0.071428571	0.036363636	0.037037037	0.171806167	0.083333333	0.023076923	0.126506024	0.1	0.125	0.108974359	0.051282051	0.030100334	0.045751634	0.061371841	0.086956522	0.032	0.071428571	0.066666667	0.091397849	0.21686747	0.022727273	0.224719101	0.080924855	0.180451128	0.069767442	0.0375	0.09929078	0.065789474	0.035460993	0.113043478	0.049180328	0.062068966	0.077464789	0.040540541	0.071823204	0.030075188	0.067567568	0.183206107	0.043010753	0.102040816	0.03125	0.067307692	0.040540541	0.082706767	0.067484663	0.097142857	0.080536913	0.056962025	0.068965517	0.153005464	0.083333333	0.045454545	0.069478908	0.060344828	0.034965035	0.085271318	0.054054054	0.06779661	0.079365079	0.059322034	0.052980132	0.043478261	0.064285714	0.161616162	0.134502924	0.03125	0.041958042	0.157232704	0.1	0.141732283	0.046728972	0.083916084	0.078947368	0.087837838	0.074257426	0.153225806	0.099009901	0.028571429	0.099337748	0.050632911	0.073170732	0.026548673	0.115702479	0.038961039	0.062893082	0.073394495	0.049586777	0.026898734	0.057142857	0.072916667	0.155405405	0.065693431	0.083333333	0.059322034	0.050724638	0.056338028	0.147368421	0.099236641	0.084656085	0.064039409	0.050359712
Bithionol	0.054347826	0.039215686	0.064516129	0.083333333	0.194444444	0.074468085	0.099337748	0.227272727	0.079207921	0.081081081	0.008	1	0.1328125	0.115702479	0.146341463	0.394736842	0.089041096	0.084210526	0.107843137	0.060465116	0.100840336	0.077981651	0.118811881	0.132653061	0.157407407	0.137614679	0.125	0.0125	0.071428571	0.126213592	0.021097046	0.037037037	0.224719101	0.079470199	0.043010753	0.089285714	0.056737589	0.129032258	0.067669173	0.105691057	0.034482759	0.118518519	0.235294118	0.03125	0.072164948	0.078313253	0.011363636	0.21978022	0.021052632	0.116438356	0.047244094	0.04587156	0.092307692	0.082644628	0.112903226	0.173076923	0.072164948	0.083333333	0.048387097	0.066115702	0.120689655	0.103896104	0.066037736	0.098360656	0.048	0	0.112903226	0.128	0.076086957	0.140350877	0.090909091	0.127819549	0.063291139	0.141666667	0.091603053	0.149122807	0.016304348	0.053097345	0.128712871	0.065445026	0.076086957	0.107142857	0.079019074	0.064516129	0.066496164	0.075630252	0.074468085	0.071428571	0.066666667	0.136363636	0.024875622	0.118421053	0.08	0.086956522	0.081081081	0.088607595	0.025423729	0.060240964	0.06504065	0.064516129	0.151260504	0.115606936	0.017094017	0	0.132075472	0.014285714	0.14516129	0.101449275	0.057471264	0.037383178	0.114754098	0.082089552	0.056818182	0.072916667	0.003210273	0.034220532	0.096385542	0	0.079646018	0.067873303	0.097826087	0.12037037	0.125	0.011904762	0.153846154	0.064705882	0.054945055	0.099099099
Dasatinib	0.09375	0.074468085	0.100775194	0.130769231	0.202797203	0.11627907	0.229411765	0.188976378	0.206349206	0.118181818	0.076433121	0.1328125	1	0.171052632	0.25170068	0.120300752	0.320261438	0.168	0.122302158	0.101626016	0.167785235	0.203463203	0.155555556	0.175572519	0.166666667	0.143835616	0.133757962	0.050847458	0.127118644	0.177777778	0.055555556	0.058394161	0.134328358	0.170454545	0.09375	0.124378109	0.11627907	0.180645161	0.10472973	0.125786164	0.057432432	0.134502924	0.129770992	0.038095238	0.122137405	0.233333333	0.0625	0.132352941	0.062780269	0.271604938	0.1	0.121428571	0.107784431	0.144736842	0.152866242	0.18705036	0.122137405	0.088888889	0.138157895	0.170068027	0.168918919	0.224137931	0.106382979	0.149350649	0.101265823	0.035714286	0.124223602	0.135802469	0.187192118	0.168918919	0.156028369	0.213836478	0.134408602	0.168831169	0.273972603	0.175675676	0.050228311	0.109589041	0.180451128	0.07398568	0.126984127	0.128378378	0.078624079	0.107594937	0.072261072	0.078282828	0.11627907	0.1125	0.130081301	0.183098592	0.055084746	0.157608696	0.126865672	0.2	0.134078212	0.12173913	0.078947368	0.100840336	0.12987013	0.092307692	0.125	0.204081633	0.04516129	0.048387097	0.164285714	0.022099448	0.185897436	0.196319018	0.088709677	0.069444444	0.11875	0.167701863	0.114754098	0.114503817	0.01674277	0.053511706	0.130653266	0.073446328	0.170212766	0.148148148	0.152	0.146853147	0.157534247	0.075630252	0.189781022	0.178947368	0.1352657	0.145833333
Erlotinib	0.056910569	0.097142857	0.081967213	0.087301587	0.132867133	0.098360656	0.170588235	0.137096774	0.14516129	0.066037736	0.032467532	0.115702479	0.171052632	1	0.426229508	0.094488189	0.163636364	0.123966942	0.106060606	0.0875	0.138888889	0.102880658	0.196721311	0.170731707	0.120567376	0.198473282	0.105263158	0.027027027	0.060344828	0.192	0.037735849	0.05721393	0.14516129	0.113636364	0.048387097	0.155080214	0.12345679	0.161073826	0.093103448	0.207142857	0.044827586	0.164556962	0.12195122	0	0.078740157	0.145945946	0.029268293	0.133858268	0.031818182	0.225	0.070967742	0.130769231	0.215277778	0.093333333	0.195804196	0.260162602	0.113821138	0.10483871	0.131944444	0.14084507	0.156028369	0.140449438	0.140625	0.143835616	0.071895425	0.029126214	0.082278481	0.115384615	0.132352941	0.21641791	0.141791045	0.14375	0.168604651	0.148648649	0.197278912	0.163120567	0.037735849	0.101449275	0.166666667	0.070559611	0.090909091	0.145985401	0.0725	0.153846154	0.071428571	0.071979434	0.098360656	0.15862069	0.112068966	0.161764706	0.030172414	0.140449438	0.137096774	0.179104478	0.122093023	0.112149533	0.069444444	0.080357143	0.146853147	0.056	0.133333333	0.135678392	0.020134228	0.016949153	0.186046512	0.023391813	0.166666667	0.163522013	0.059322034	0.035971223	0.119205298	0.155844156	0.058823529	0.123966942	0.010752688	0.044520548	0.143617021	0.022727273	0.201550388	0.130252101	0.107438017	0.166666667	0.169117647	0.035087719	0.176923077	0.138297872	0.125	0.115107914
Gefitinib	0.070866142	0.081967213	0.086614173	0.1	0.2	0.102362205	0.220238095	0.157480315	0.129770992	0.081818182	0.057692308	0.146341463	0.25170068	0.426229508	1	0.124031008	0.207317073	0.14516129	0.117647059	0.103305785	0.140939597	0.191304348	0.196850394	0.181102362	0.154929577	0.234848485	0.0875	0.043478261	0.075	0.192307692	0.044609665	0.058968059	0.15625	0.116022099	0.0625	0.138461538	0.112426036	0.185430464	0.076666667	0.166666667	0.047457627	0.202531646	0.125	0	0.091603053	0.184782609	0.048309179	0.145038168	0.04954955	0.37414966	0.088607595	0.116788321	0.190789474	0.111111111	0.187919463	0.2578125	0.1171875	0.1	0.149659864	0.112582781	0.165517241	0.229411765	0.125925926	0.138157895	0.08974359	0.018181818	0.092592593	0.111111111	0.185	0.224637681	0.195488722	0.211538462	0.137362637	0.173333333	0.281690141	0.156462585	0.056074766	0.120567376	0.1953125	0.079903148	0.086614173	0.13986014	0.079404467	0.125	0.078014184	0.081841432	0.102362205	0.12987013	0.115702479	0.188405797	0.047008547	0.135869565	0.113636364	0.163120567	0.156976744	0.096491228	0.066666667	0.076271186	0.133333333	0.078125	0.135483871	0.18974359	0.032679739	0.041322314	0.169117647	0.028409091	0.214765101	0.171779141	0.06504065	0.041666667	0.129032258	0.171974522	0.081967213	0.126984127	0.009118541	0.043624161	0.188172043	0.04494382	0.183823529	0.150627615	0.157024793	0.151079137	0.195652174	0.050847458	0.186567164	0.134020619	0.1	0.133802817
Hexachlorophene	0.063157895	0.044871795	0.072916667	0.090909091	0.17699115	0.082474227	0.096774194	0.178947368	0.056074766	0.076923077	0.015625	0.394736842	0.120300752	0.094488189	0.124031008	1	0.079470199	0.059405941	0.125	0.054545455	0.106557377	0.071748879	0.093457944	0.105769231	0.12173913	0.113043478	0.120967742	0.024096386	0.068181818	0.100917431	0.025	0.033942559	0.177083333	0.063694268	0.052083333	0.080924855	0.047945205	0.107692308	0.058823529	0.09375	0.045801527	0.091549296	0.197802198	0.029411765	0.08	0.070175439	0.016759777	0.197916667	0.025906736	0.113333333	0.045801527	0.053571429	0.081481481	0.062992126	0.100775194	0.145454545	0.058823529	0.090909091	0.03875969	0.055555556	0.116666667	0.101265823	0.054054054	0.086614173	0.046511628	0	0.126984127	0.1328125	0.068783069	0.116666667	0.068965517	0.124087591	0.055214724	0.155737705	0.080882353	0.134453782	0.021390374	0.033613445	0.102803738	0.064766839	0.084210526	0.084745763	0.072386059	0.054263566	0.063131313	0.074792244	0.05	0.061068702	0.075268817	0.131578947	0.024390244	0.122580645	0.066666667	0.075	0.078947368	0.058823529	0.033057851	0.057471264	0.0546875	0.072916667	0.137096774	0.094444444	0.016528926	0	0.117117117	0.013888889	0.114503817	0.098591549	0.043478261	0.045454545	0.102362205	0.071942446	0.065934066	0.080808081	0.004792332	0.045454545	0.081395349	0.006666667	0.06779661	0.061946903	0.082474227	0.10619469	0.111111111	0.022988506	0.137614679	0.057142857	0.048128342	0.076923077
Imatinib	0.069444444	0.053658537	0.068493151	0.095238095	0.169811321	0.082191781	0.238888889	0.170212766	0.152777778	0.096	0.057803468	0.089041096	0.320261438	0.163636364	0.207317073	0.079470199	1	0.194029851	0.096774194	0.091954023	0.139393939	0.264069264	0.148648649	0.150684932	0.181818182	0.13836478	0.10982659	0.029850746	0.088888889	0.145695364	0.045454545	0.063981043	0.129251701	0.170212766	0.069444444	0.15942029	0.119565217	0.25477707	0.175862069	0.128654971	0.051446945	0.11827957	0.109589041	0.025	0.087837838	0.262032086	0.044444444	0.12	0.050209205	0.229050279	0.079545455	0.103225806	0.124293785	0.153374233	0.147058824	0.226027397	0.141843972	0.066225166	0.176100629	0.2	0.246666667	0.282485876	0.148648649	0.179012346	0.08045977	0.031746032	0.107954545	0.118644068	0.231884058	0.147239264	0.156862745	0.26993865	0.14213198	0.141176471	0.226993865	0.160493827	0.0472103	0.157894737	0.163265306	0.091764706	0.098591549	0.239726027	0.107579462	0.211538462	0.089655172	0.088888889	0.128571429	0.20754717	0.085106383	0.166666667	0.047808765	0.158163265	0.145833333	0.174193548	0.112820513	0.1	0.072289157	0.098484848	0.236842105	0.068493151	0.134502924	0.237623762	0.035294118	0.043478261	0.156862745	0.015306122	0.24375	0.229411765	0.079710145	0.05	0.18404908	0.239263804	0.079136691	0.088435374	0.011869436	0.047770701	0.177339901	0.068062827	0.147435897	0.200819672	0.136690647	0.194630872	0.136645963	0.044117647	0.220689655	0.214285714	0.174528302	0.11875
Leflunomide	0.065217391	0.052631579	0.075268817	0.071428571	0.120689655	0.073684211	0.210144928	0.238636364	0.25	0.14084507	0.040983607	0.084210526	0.168	0.123966942	0.14516129	0.059405941	0.194029851	1	0.096153846	0.060185185	0.147826087	0.129186603	0.151515152	0.142857143	0.125	0.116071429	0.105691057	0.078947368	0.12345679	0.147058824	0.034042553	0.034210526	0.134020619	0.154929577	0.076923077	0.108433735	0.136363636	0.305555556	0.08365019	0.12295082	0.022641509	0.062937063	0.115789474	0.046875	0.071428571	0.111111111	0.028735632	0.131313131	0.037234043	0.100671141	0.089430894	0.095238095	0.134920635	0.211009174	0.130081301	0.171428571	0.153846154	0.071428571	0.100840336	0.150442478	0.190909091	0.179310345	0.310344828	0.153846154	0.081967213	0.042253521	0.094488189	0.109375	0.105555556	0.139130435	0.130841121	0.118518519	0.134228188	0.112903226	0.133858268	0.128205128	0.02173913	0.111111111	0.138613861	0.048843188	0.086956522	0.213592233	0.05026455	0.127118644	0.047619048	0.051912568	0.47826087	0.123966942	0.077777778	0.135135135	0.040201005	0.147651007	0.147368421	0.125	0.087837838	0.175675676	0.089285714	0.098765432	0.211009174	0.111111111	0.12195122	0.096045198	0.052631579	0.011494253	0.130841121	0.014184397	0.276785714	0.167938931	0.081395349	0.076923077	0.132231405	0.123076923	0.093023256	0.083333333	0.00805153	0.02247191	0.089285714	0.042253521	0.182692308	0.097222222	0.120879121	0.150943396	0.186915888	0.036144578	0.174757282	0.116564417	0.115606936	0.182692308
Mycophenolic_acid	0.08	0.075949367	0.111111111	0.12745098	0.12	0.12	0.127388535	0.112149533	0.111111111	0.096385542	0.170940171	0.107843137	0.122302158	0.106060606	0.117647059	0.125	0.096774194	0.096153846	1	0.096330275	0.173553719	0.078947368	0.087719298	0.089285714	0.105691057	0.144067797	0.149606299	0.095238095	0.086021505	0.085470085	0.081196581	0.057742782	0.121495327	0.12987013	0.08	0.121387283	0.103448276	0.102189781	0.061151079	0.122137405	0.072519084	0.109589041	0.16	0.1	0.105769231	0.124260355	0.086206897	0.12962963	0.084656085	0.0875	0.133858268	0.136363636	0.108695652	0.136	0.146153846	0.117647059	0.138613861	0.064814815	0.068181818	0.102362205	0.119047619	0.083832335	0.05982906	0.150793651	0.136	0.05	0.1640625	0.125925926	0.094240838	0.128	0.091666667	0.118055556	0.111801242	0.203252033	0.1	0.173553719	0.07027027	0.04	0.096491228	0.074550129	0.134020619	0.088709677	0.073878628	0.1	0.075376884	0.085164835	0.098039216	0.097744361	0.114583333	0.162393162	0.085	0.198675497	0.072072072	0.096774194	0.163265306	0.141176471	0.128205128	0.112359551	0.109375	0.078431373	0.112781955	0.090909091	0.092436975	0.031578947	0.129310345	0.047945205	0.100719424	0.131944444	0.084210526	0.119266055	0.105263158	0.098591549	0.083333333	0.096153846	0.030794165	0.067924528	0.09039548	0.067567568	0.117647059	0.083333333	0.087378641	0.147826087	0.141666667	0.142857143	0.212962963	0.136094675	0.097297297	0.055555556
Rapamycin_(Sirolimus)	0.082524272	0.059479554	0.066350711	0.064814815	0.133333333	0.060747664	0.11026616	0.068493151	0.063348416	0.03	0.12	0.060465116	0.101626016	0.0875	0.103305785	0.054545455	0.091954023	0.060185185	0.096330275	1	0.084388186	0.114197531	0.066964286	0.067567568	0.125560538	0.10619469	0.134782609	0.019704433	0.023696682	0.066079295	0.202614379	0.242206235	0.087962963	0.146825397	0.072115385	0.161654135	0.136363636	0.068273092	0.064935065	0.091666667	0.131428571	0.154166667	0.09478673	0.026737968	0.074766355	0.121323529	0.196850394	0.082191781	0.198501873	0.124513619	0.171945701	0.071428571	0.116666667	0.088983051	0.081967213	0.073593074	0.095238095	0.074766355	0.098712446	0.071428571	0.071129707	0.112781955	0.057522124	0.092436975	0.178899083	0.010152284	0.13304721	0.076612903	0.117241379	0.094017094	0.113122172	0.112903226	0.122137405	0.11440678	0.093495935	0.093617021	0.199233716	0.103603604	0.076233184	0.117400419	0.076555024	0.059322034	0.137254902	0.061728395	0.112704918	0.128318584	0.041284404	0.056680162	0.052132701	0.115555556	0.173144876	0.160784314	0.078341014	0.081896552	0.148594378	0.054726368	0.102678571	0.064676617	0.075313808	0.076555024	0.123931624	0.115384615	0.098654709	0.049261084	0.088495575	0.112033195	0.067729084	0.120967742	0.043062201	0.07239819	0.091666667	0.101626016	0.063106796	0.065116279	0.028767123	0.133903134	0.132352941	0.12345679	0.064377682	0.152866242	0.096618357	0.092920354	0.081545064	0.034313725	0.103139013	0.120437956	0.081632653	0.087719298
Sunitinib	0.05	0.08045977	0.094017094	0.108333333	0.136690647	0.101694915	0.13372093	0.151260504	0.131147541	0.09	0.061643836	0.100840336	0.167785235	0.138888889	0.140939597	0.106557377	0.139393939	0.147826087	0.173553719	0.084388186	1	0.118644068	0.245614035	0.147540984	0.124087591	0.133333333	0.163120567	0.067961165	0.081818182	0.18852459	0.050387597	0.055137845	0.140495868	0.136094675	0.05	0.109947644	0.141025641	0.141891892	0.086805556	0.259541985	0.087272727	0.125	0.165217391	0.043956044	0.090163934	0.149171271	0.050761421	0.138211382	0.072115385	0.10982659	0.125	0.134920635	0.147651007	0.134751773	0.265151515	0.217741935	0.117647059	0.072580645	0.096551724	0.120567376	0.213740458	0.150289017	0.109375	0.164285714	0.126760563	0.051546392	0.159722222	0.156462585	0.135	0.251968504	0.087591241	0.132911392	0.132183908	0.177304965	0.116883117	0.203007519	0.048543689	0.057142857	0.144	0.09	0.103448276	0.116788321	0.081424936	0.133802817	0.074698795	0.089709763	0.111111111	0.123287671	0.10619469	0.157894737	0.053811659	0.177514793	0.113821138	0.132352941	0.125	0.116504854	0.102941176	0.103773585	0.134751773	0.075630252	0.121621622	0.11	0.034965035	0.01754386	0.211382114	0.01183432	0.155405405	0.183006536	0.080357143	0.06870229	0.137931034	0.144736842	0.070175439	0.073170732	0.021875	0.09057971	0.098958333	0.060240964	0.324561404	0.11814346	0.120689655	0.136363636	0.156716418	0.065420561	0.1640625	0.153846154	0.121827411	0.094202899
Navitoclax	0.031390135	0.050359712	0.054545455	0.058035714	0.139130435	0.049327354	0.23553719	0.136792453	0.105022831	0.03902439	0.065843621	0.077981651	0.203463203	0.102880658	0.191304348	0.071748879	0.264069264	0.129186603	0.078947368	0.114197531	0.118644068	1	0.128440367	0.150943396	0.172727273	0.107758621	0.093877551	0.049019608	0.051886792	0.126696833	0.074498567	0.078028747	0.1	0.203252033	0.036036036	0.149090909	0.141700405	0.181818182	0.191428571	0.102459016	0.068965517	0.100775194	0.081818182	0.020512821	0.044052863	0.238095238	0.065068493	0.099099099	0.075657895	0.193548387	0.076923077	0.069264069	0.1	0.109243697	0.133891213	0.143497758	0.077272727	0.030434783	0.158590308	0.129310345	0.195454545	0.24691358	0.177033493	0.160869565	0.07755102	0.01980198	0.097165992	0.113821138	0.244360902	0.138528139	0.090517241	0.230434783	0.140151515	0.115702479	0.179487179	0.168141593	0.045751634	0.130044843	0.16509434	0.12033195	0.069124424	0.142222222	0.152505447	0.183035714	0.113360324	0.10944206	0.103773585	0.191111111	0.0456621	0.136563877	0.079617834	0.134831461	0.120930233	0.131578947	0.126923077	0.084158416	0.062761506	0.057416268	0.142857143	0.054545455	0.106557377	0.253846154	0.028571429	0.052631579	0.109649123	0.053639847	0.180257511	0.172839506	0.041666667	0.0472103	0.185022026	0.177966102	0.046296296	0.048888889	0.02294197	0.065789474	0.153846154	0.085271318	0.118421053	0.205882353	0.093457944	0.123893805	0.111587983	0.043062201	0.176744186	0.19391635	0.15248227	0.108695652
Chloroquine	0.058823529	0.096774194	0.1	0.08490566	0.12	0.108910891	0.10625	0.202020202	0.142857143	0.070588235	0.037878788	0.118811881	0.155555556	0.196721311	0.196850394	0.093457944	0.148648649	0.151515152	0.087719298	0.066964286	0.245614035	0.128440367	1	0.270833333	0.133333333	0.125	0.097744361	0.057471264	0.086021505	0.814285714	0.028455285	0.041343669	0.111111111	0.122580645	0.048543689	0.102272727	0.126760563	0.161538462	0.064981949	0.267241379	0.056390977	0.102040816	0.094339623	0	0.08490566	0.111111111	0.044198895	0.109090909	0.062176166	0.137254902	0.090909091	0.126126126	0.204724409	0.118110236	0.273504274	0.511363636	0.116504854	0.08490566	0.155737705	0.157024793	0.137096774	0.117283951	0.158878505	0.150793651	0.109375	0.05	0.087591241	0.134328358	0.117647059	0.584269663	0.201834862	0.118055556	0.169934641	0.165354331	0.149253731	0.163934426	0.036649215	0.101694915	0.262626263	0.077319588	0.12244898	0.115702479	0.071052632	0.172131148	0.07	0.076294278	0.108910891	0.168	0.103092784	0.142857143	0.028436019	0.124223602	0.19	0.214285714	0.103225806	0.102272727	0.064516129	0.112359551	0.14516129	0.067961165	0.104477612	0.152542373	0.015625	0.020833333	0.139130435	0	0.167938931	0.124137931	0.06185567	0.051724138	0.122137405	0.147058824	0.072164948	0.117647059	0.022508039	0.059925094	0.09039548	0.039473684	0.357142857	0.092920354	0.12	0.2	0.132231405	0.054945055	0.190909091	0.129411765	0.140449438	0.117647059
Chlorpromazine	0.04950495	0.070063694	0.090909091	0.086538462	0.189655172	0.089108911	0.158940397	0.21875	0.168316832	0.047058824	0.030534351	0.132653061	0.175572519	0.170731707	0.181102362	0.105769231	0.150684932	0.142857143	0.089285714	0.067567568	0.147540984	0.150943396	0.270833333	1	0.218181818	0.136752137	0.125	0.046511628	0.064516129	0.262626263	0.024489796	0.038860104	0.134615385	0.162162162	0.039215686	0.142857143	0.153284672	0.15503876	0.077205882	0.18852459	0.041044776	0.103448276	0.106796117	0	0.076190476	0.167701863	0.021857923	0.121495327	0.035714286	0.131578947	0.075757576	0.098214286	0.198412698	0.111111111	0.214876033	0.27184466	0.13	0.066037736	0.208695652	0.159663866	0.188034188	0.125786164	0.207920792	0.211864407	0.076923077	0.064935065	0.105263158	0.119402985	0.125	0.263636364	0.131578947	0.160583942	0.164473684	0.168	0.178294574	0.25	0.042553191	0.174311927	0.662162162	0.083333333	0.102040816	0.146551724	0.068601583	0.27027027	0.06234414	0.067934783	0.111111111	0.274336283	0.09375	0.185840708	0.023809524	0.111801242	0.5	0.207207207	0.104575163	0.158536585	0.056910569	0.08988764	0.186440678	0.069306931	0.140625	0.16091954	0.007874016	0.021276596	0.194444444	0	0.152671756	0.15	0.063157895	0.034482759	0.150793651	0.212598425	0.085106383	0.087378641	0.00955414	0.040740741	0.116959064	0.026315789	0.224299065	0.108597285	0.134020619	0.19266055	0.125	0.056179775	0.240384615	0.158536585	0.161849711	0.110169492
Atovaquone	0.071428571	0.052023121	0.079646018	0.085470085	0.288135593	0.068965517	0.196202532	0.224299065	0.147826087	0.072916667	0.087591241	0.157407407	0.166666667	0.120567376	0.154929577	0.12173913	0.181818182	0.125	0.105691057	0.125560538	0.124087591	0.172727273	0.133333333	0.218181818	1	0.157480315	0.179104478	0.019607843	0.066037736	0.139344262	0.068548387	0.075129534	0.178571429	0.207792208	0.052631579	0.177142857	0.162162162	0.18115942	0.096428571	0.160583942	0.057761733	0.115384615	0.20754717	0.034883721	0.094827586	0.202380952	0.046875	0.165217391	0.068965517	0.148148148	0.098591549	0.062015504	0.10738255	0.132352941	0.15	0.218487395	0.133928571	0.076271186	0.167938931	0.142857143	0.243902439	0.16969697	0.182608696	0.198473282	0.1	0	0.183823529	0.171428571	0.157068063	0.159090909	0.162601626	0.201388889	0.15060241	0.15942029	0.169014085	0.175572519	0.05	0.224137931	0.234234234	0.094147583	0.089285714	0.166666667	0.111405836	0.165413534	0.091811414	0.1	0.107142857	0.17037037	0.072072072	0.223140496	0.070093458	0.142011834	0.18018018	0.138461538	0.102409639	0.159574468	0.066666667	0.088235294	0.149253731	0.089285714	0.194029851	0.180327869	0.03649635	0.047619048	0.172131148	0.044303797	0.178571429	0.198630137	0.064814815	0.05511811	0.23255814	0.263157895	0.104761905	0.058823529	0.004651163	0.053571429	0.15819209	0.0625	0.124031008	0.171945701	0.148148148	0.170731707	0.079710145	0.058823529	0.254385965	0.179190751	0.12565445	0.150793651
Berberine	0.034782609	0.046242775	0.052173913	0.058823529	0.198412698	0.051282051	0.212903226	0.140350877	0.11965812	0.040816327	0.057142857	0.137614679	0.143835616	0.198473282	0.234848485	0.113043478	0.13836478	0.116071429	0.144067797	0.10619469	0.133333333	0.107758621	0.125	0.136752137	0.157480315	1	0.113475177	0	0.037037037	0.12195122	0.051792829	0.064267352	0.190909091	0.101190476	0.025862069	0.17816092	0.103225806	0.132867133	0.081272085	0.161764706	0.042857143	0.20979021	0.165137615	0	0.05	0.142045455	0.047120419	0.17699115	0.043478261	0.217105263	0.083916084	0.070866142	0.197080292	0.116788321	0.176470588	0.161290323	0.135135135	0.05	0.117647059	0.086330935	0.160305344	0.156626506	0.106557377	0.122302158	0.085106383	0.021505376	0.118881119	0.101351351	0.12244898	0.178294574	0.163934426	0.154362416	0.098265896	0.186567164	0.153846154	0.15037594	0.055555556	0.119047619	0.172413793	0.080604534	0.061403509	0.149606299	0.082901554	0.107913669	0.078624079	0.082666667	0.078947368	0.105633803	0.053571429	0.214876033	0.055555556	0.163636364	0.120689655	0.113636364	0.238095238	0.113402062	0.059259259	0.067961165	0.116788321	0.052173913	0.160583942	0.131578947	0.02919708	0.048076923	0.213675214	0.037974684	0.146853147	0.152317881	0.04587156	0.031007752	0.104895105	0.136054422	0.064814815	0.059322034	0.003100775	0.038869258	0.291139241	0.030487805	0.125	0.146666667	0.160377358	0.153225806	0.15625	0.019047619	0.183333333	0.115384615	0.080808081	0.125
Doxycycline	0.130434783	0.066666667	0.1	0.096	0.2	0.080645161	0.143678161	0.146341463	0.126984127	0.118811881	0.104166667	0.125	0.133757962	0.105263158	0.0875	0.120967742	0.10982659	0.105691057	0.149606299	0.134782609	0.163120567	0.093877551	0.097744361	0.125	0.179104478	0.113475177	1	0.04587156	0.078947368	0.095588235	0.104417671	0.084183673	0.203389831	0.152941176	0.150442478	0.167567568	0.159235669	0.108974359	0.096885813	0.126666667	0.086021505	0.115151515	0.232142857	0.076086957	0.10483871	0.127659574	0.098958333	0.210084034	0.107317073	0.088888889	0.152777778	0.097014925	0.100628931	0.123287671	0.14	0.131386861	0.141666667	0.141666667	0.072368421	0.109589041	0.13986014	0.10326087	0.073529412	0.143835616	0.154929577	0.081632653	0.540540541	0.191780822	0.09478673	0.108843537	0.100719424	0.12962963	0.148571429	0.214285714	0.086419753	0.179856115	0.134020619	0.085714286	0.122137405	0.113924051	0.109243697	0.113475177	0.120104439	0.114864865	0.105651106	0.123989218	0.098360656	0.105263158	0.075	0.17037037	0.11682243	0.23030303	0.128	0.104895105	0.122093023	0.133333333	0.124087591	0.110091743	0.146853147	0.128205128	0.214285714	0.09178744	0.134328358	0.043478261	0.133333333	0.086956522	0.114649682	0.170886076	0.068376068	0.125	0.126666667	0.105590062	0.095652174	0.079365079	0.023328149	0.085409253	0.102564103	0.097560976	0.123188406	0.106995885	0.098360656	0.124087591	0.096551724	0.044247788	0.141791045	0.120418848	0.108374384	0.09929078
